text,label
bantu darurat terimakasih,positive
pulsa masuk,negative
anehh aktif fiz hubung hubung,negative
lupa kode susah,negative
babi buka,negative
mudah mudah bagus,positive
bantu banget,negative
sangat manfaat juga tidak ribet,negative
respon komplain komplain transaksi respon sekalisangat kecewa bagi gunaaktif pakai nya,positive
akun beku dibukamana saldo,positive
lupa tidak masuk lanjut verifikasi akun oerbaikan akun,negative
tidak ikhlas saya beli tidak pakai beli sesuai syarat beli memang sistem komplain cs hapus aneh banget cs indihome profesional banget terima kasih,negative
perangkat,neutral
episen,neutral
ku aman kadang akun memasuki ku aman,positive
kesini pelayanansering transaksi gagalpelayanan,negative
bantu sekali transfer admin,negative
bertanyamenawari,negative
banget proses saldo memenambah memenambah lagi butuh banget,negative
ganggu melulu tidak,negative
terima kasih senang,positive
terima kasihny,positive
wow puas,positive
masuk,neutral
tarik batas,negative
tidak jelasuang aman rendah,negative
bagus pakai ktp kasih bocul,negative
good,neutral
mudah terimakasih,positive
saldo hilang untung cuman coba nang sayamohon baik kasihan,negative
terimakasih dompet karena bantu,positive
bagus oke,neutral
ganti ngebung ribetkayak,negative
cs respon email sudah tidak respon harusnya cs respon karena urus sensitif,neutral
ufa,neutral
apa,negative
sedot mengunakan ewallet,neutral
aneh sekarang tidak ganti nomor gila,negative
semoga amanah sukses amin,positive
serba mudah pakai,positive
menunggu butuh,negative
tolong baik wajah ktp baik ubah masuk sidik jari nomer mik ktp bagus guna tunanetra terima kasih,neutral
pokok mantap deh pakai,positive
oke bagus,neutral
pribadi bocor,negative
sin nya bagus nya salur masukkada verifikasi,negative
mau verifikasi premiun coba ulang tidak ktp daftartolong lah baik,positive
kesini susah ganti pingimana ganti ribet tidak kayak,negative
selalu salah masuk unistall,negative
woiii saya anyingggg saya lapirin aplikasiudh sukses saldo etidak tambah menunggu hari kerja woiiismpe tidak masuk saya saldo saya laporin,negative
kenapa tidak daftar pas sudah tetap tidak,negative
semoga bawa untung,neutral
plussssss,neutral
begitu banget tolong iya benerin,negative
payletternya tidak,negative
ubah saldo jumat info merespon informasi keluh fitur telp tapi jawab tindak lanjutkan,positive
tolong baik sistem sibuk hambat transaksi tidak lancar tidak,negative
aman nyama,neutral
lemah kacau buat menunggu,negative
hadehhini lohsudah isi masuk gimana butuh itudi tunggu jelas tunggusudah isi masukkocakkk,negative
saldo sedot aya tidak dm,neutral
kali pakai pas buka masuk nomor handphone terus salah sampai kecewa downloadnya buang kuota,negative
telusur,neutral
bantu semoga ubah aplikasibisa bantu kirim terima transfer,positive
alhamdulillah bantu banget,positive
kembang boskuh gunain pesan,positive
dowload kesalaham pas memasuki akum email koneksi dilobby koneksi aman mojonnperbaiki,negative
manfaat kirim teman teman praktis aman,positive
madep,neutral
pas ganti kartu handphone tidak akun tolong baik,neutral
beli pulsa tidak masuk masuk buat kecewa,negative
transaksi pulsa telkomsel tahu pulsa pakai transaksi hari belum masuk telkomsel cuma bilang transaksi proses dari pagi menunggu sampai belum masuk pulsa tolong aplikasi kalau tidak jadi transaksi pulsa kembali,negative
terang transaksi hasil saldo potong terima terima saldo kirim mana layan servis harap respon layan sampah sial email sampah layan servis beres sampah sampah sampah,negative
biaya sekrg transaksigk asik,positive
akun ku beku masuk gi,neutral
sangatt bagus layan servicenyauntuk solusi cepat terima kasih,positive
kecewa layan admin masak isi etol minggu tidak masuk masuk tidak masuk komplain bilang menunggu jelas,negative
keren guna,positive
salah depsoit saldo gim pegembalian,negative
lemot banget ya kadang sampai emosi pas buka goals internet sinyal lancar,neutral
lupa sandi,negative
respon lambat susah mereset sandiminta playstore tersediaupdate,neutral
tidak susah dipersulitgimana merasa bantu kalau aplikasi mohon responmksih,negative
bagus apknya berani reff saya tipu karena isi formulir hadiah,negative
kenapa,neutral
beli bunga besok,neutral
nomer daftar masuk tidak mohon pencerahanya,negative
tololllseharusnya aman diperketatakun saya dipakai tidak masukseharusnya verifikasi kode hpdasar abal abal sampah,negative
teransaksi cepat antri atm,neutral
uras uang,negative
transaksi berhasiltpi transaksiapgret lagi buat kesel inikecewa,negative
beli transferbutuh cepat,negative
proses cepat mudah,positive
sungguh bantu uang,positive
beli pulsa kena begal proteksi layar otomatis bayar lupa hapus centang proteksi layar rugi kes jebak fitur tidak hilang beli pulsa terima kasih,negative
tangan keluh pakai banget hasil saldo masuk pemberitahuan gagal komplain ana tanggap keceway,positive
mengapai mesti kd google codashop ribet,negative
solved,neutral
iklan mana tangan tunggu tunggu transfer hasil tambah pentranfer trasfer potong jelas kembali tunggu tunggu harap kembali segitu,negative
proses tindak lajutan tipu tidak kabar fasilitas cuman gimmik belaka diupload tapi tidak,negative
buruk hilang ferifikasi wahjah transaksi ruwayat transaksi sukses kembali saldo,positive
praktis manfaat,positive
forclose,neutral
transaksi gagal,neutral
susah buka,negative
mantap mudah registrasi,positive
tidak jela,negative
bantu mudah kan masyarakat dalam bisnis,positive
tidak bagus tidak aman,negative
akun beku terusmasuk gimana upkecewa banget responnya sibuk hubung,negative
respon cs akun,positive
tipu,neutral
kesini ngasal,neutral
sampah proses kembali menunggu cs didi taufansyah mohon maaf ketidaknyamanannya khawatir proses kembali akun dana kembali terima maksimal informasi sanggah pihakpihak kait saldo terima terus kembali akun,positive
kait keluh guna contoh coba upload ktp berkalikali gagal cs bantu,negative
uang lemot,negative
tidak bisa gangguansistem mulugmna,negative
isi saldo pakai transaksi bayar pulsa gagal ulang pas baru kirim email selesai admin,positive
kembali,neutral
transaksi pdam wilayah surabaya gagal transaksi gagal saldo mohon tinjau,positive
saya hilang,negative
lanjur isi saldo kirim rekening bisakapok,negative
posts,neutral
sistem tingkat,negative
mudah bayar pakai,positive
vocer google guna buat semangat,positive
terbaik,positive
baru nyuruh,negative
mantap aplikasix potong,positive
susah terima sulit,negative
maksud kasih nomer handphone tidak masuk,negative
muncul notifikasi nomor daftar guna mohon periksa kacau sekarang,negative
susah terapgret primium coba ulang ngkbisa,negative
rekomendasi latih sabar keikhlasany mohon baik transfernyadirekomendasikan latih sabar keikhlasany mohon baik transfernyadirekomendasikan latih sabar keikhlasany mohon,positive
potong gede banget sampai isi ulang hilang,negative
kenapa tidak buka dompet,negative
bantu puas,positive
kecewa dengan aman dengan mudah akun brpindah tngan curi padahal selalu smbunyikn brtransaksi kirim email belum tnggapan sekali mana masih uang jadi pakaiharap jangan terlalu mngandalkan karena kalau terjadi seperti susah tolong spnuhnya bantu,negative
lemot banget jaring kencang sih tolong baik terimakasih,positive
praktis efektifbagus,positive
kno tidak buka hapus unduh buka tidak buka payah banget,negative
mantap transaksi jadi gampang,positive
buruk akun jaadi akun saaya transaksi tarik kirim rekening laitarik tanggung kontak bantu sibuk,negative
susah daftar karena ktp buramtidak jawabannyaaq pakai,negative
layan bobroktopup emoney tidak tambah saldo halo proses lapor astaga email respon lapor respon banget lapor respon tahan saldo minggu kembali,positive
mntaaaap,neutral
kesini lambat buka enggak sisa saldo,negative
bertrangsaksi seng salihat traksasi pinjam buka husaha tingkat saldo tari mohon simpan pinjam penguna nasabah kalau pinjam simpan senang jaring mohon baik putus koneksi,positive
mantap ok,positive
tidak unduh tolong,negative
aneh kirim tidak,negative
kesini kecewa tahun pakai transaksi dll beli pakait pakait masuk,positive
mengadakan payleter,neutral
bagus banget aplikasinyay,negative
hhabis kacau lemot tolong dong baik,negative
mantap bosq,positive
mengecewakantransaksi dari sampai sekrg iindakk solusid tanggap iindakk keluh nasabah,negative
okk,neutral
kasih masuk akun tidak upded updep upded aneh,negative
kecewa sintem aman bobol saldo hhabis mana aman pakai wajah transaksi pakai otp saldo ludes mainpakai,negative
kesini ampas kacau lemot ku beli koin dari voya gagal terus jaring rumah ku stabil menitisi,negative
bantu belum ebanking,negative
okeh,neutral
dqna beres,neutral
recomended syekalimempermudah transaksi,positive
okoko,neutral
mudah peraktis,positive
memang layan buruk online offline sampaiatas nama keruk baca layan buruk kalau nilai bawah buruk,negative
alkuran mujjarabat lenkab dalam sipat,positive
transaksi gagal tapi saldo potong,neutral
sekarang sudah tidak akun beku pas buka saldo sudah hilang sudah mls sekarang tidak kaya dahulu,negative
keren tarik saldo nol,positive
saldo potong otomatis bayar google lebihhapus solusi,positive
apik,neutral
kocak handphone tidak diroot sangka diroot susah transaksi,negative
playleter,neutral
inti rugi mana hhabis bayar rugi tanggung tanggung kasih hati hati,negative
lemot toling baik,negative
coba dahulu boskuuu,positive
keren banget,neutral
marko,neutral
aman dompety,neutral
wawwskrng lebih mudah,positive
muas layan,positive
maaf unduh bagus,negative
tidak bisa mengirim,negative
bantu terima kasih danay,positive
saya dowlond tidak hasil,negative
enggak sampai tuju blikin paling lmbat sampai bulan kgk,negative
kontolll lemot,negative
tololsinyal sudah bagus erordana goblokkkbegoapk,negative
jelek saldo ratus hilang mana pas loginin baca enggak jelas fak,negative
gampang banget transaksi maju danaa oi,positive
rugi akun beku respon ayo uninstal hilang,neutral
aplikasi tidak benar dilaporin perintah biar tindak banyaktidak pada menarik uang tidak bisadipake tidak,negative
pakai sudah enggak awasin ojk tilep banget saya tilep cih,negative
oohh ternayata memang recommended menyesal kendala tangan serius hubung untuk bertanya lanjut kendala kayakbototomatis hilang mana kembali,negative
fitur bayar lengkap,negative
saldo hilang strez,positive
tolong aduh tanggal bayar pdam jelas libe bayar tolong tindak,negative
markotopmudah transaksinyapokoknya best,neutral
foto ktk alamat,positive
akun kena admin respon banget tidak respon mohon tingkat layan terima kasih,neutral
susah transaksi snh uninstall saja kirim pakai gagal terus sudah penuh syarat,negative
kenakirim bilang kirim nasib kayak,negative
kacau erorrpadahal bagus,negative
lemot jaring sudah bagus aman susah singkron terus buka lamaa mhon baik lagi,negative
pinjam terus,neutral
kerja ux foto ktp flashnya aduh banget,negative
tidak bisa prem sudah penuh,negative
haiiiiiiiii anisa,neutral
tidak sumpah tidak buka,negative
beli pulsa gagal,negative
bagus bantu,negative
maaf tidak akun terima saldo kahngalamin,negative
baru coba,positive
susah banget,negative
membatu,neutral
uninstall karena isi ulang kena terus saya langgan dah tahun pakai tidak dapat paylater sepertiparah banget ganggu isi ulang tapi saldo gila kesini kacau,negative
mudah sekali trnsaksi,positive
lumayn,neutral
mudah transaksi bayar,positive
mantap,neutral
kecewa pulsa sampai masuk,negative
mantap kalau transfer ditambahin,positive
efektif pakai,positive
cari kirim selalu terus susah buka terjdi hhabis updete mohon baik kirim tidak,negative
bantu mantap terina kasih,positive
gila lemot banget fitur karuan kayak bro,negative
amaaan,neutral
mudah transaksi amanmantap,positive
terima kasih banget kembali kena tipu anak jb kena laporin saja,negative
layan buruk ken hapus akun karena nomor hangusbiar nomoe tidak respon,negative
isi masuktp saldo tidak isi sampah,negative
tidak kecewa,negative
hilangdi transfer otomatis tuju kenal pemberitahuan verifikasi,neutral
keren dompet digutak,neutral
bagus mengirim nomer langsungy,negative
kacau,neutral
simpel lengkap cepat,positive
maaf devoleper coba langkahsaran sulit,negative
amanah paksa bintang saya hangus hangus,negative
sulit banget updated mudah aplikasi,negative
bantu keluarga,negative
snga mntap,neutral
susah unduh,negative
kecewa ubah meminta verifikasi ktp selfie tolak pinjem handphone kakak begitu tolong baik sulit saldo tidak butuh bayar paket memang lu bayarin ekspektasi gampang bayar apa kecewa ktp masuk akun foto selfie benar,negative
alhamdulillahsya senang dengan aplikasi bantu mudah kirim terima uangsemoga terus tambah kembang terima kasih,positive
alhamdulillah amanah,positive
lemotttt ribetttt,neutral
buka tidak bilang jaring masalah,negative
sudah minggu,positive
isi saldo tapi transfer transaksi daftar selalu gagal,negative
transaksi lancarsering kasih pulsay,positive
suka nyatapi ktp ku belum buat lagi,neutral
baik bantu transfer,positive
semoga sehat,positive
daftar isi saldo hilang saldo aneh payar hubung susah,negative
pusat resolusi lambat lagi,positive
isi saldo danasaldonya potong dana masuktolong bantu selesai masalah,negative
verifikasi ktp sistem sibuk terus admin ayo bantu,negative
saya transfer tidak bilang sistem sibuk coba sudah coba tidak bilang klik coba lagi,negative
transaksi gagal trnsfer kembali saldo,positive
malas capek isi pulsa bantu rijek lol,negative
mantap minn,positive
janjiin selesaikantapi bukti tindak apapunsaya sudah masuk tapi akun belum masuk isi saldo sumpah tanggung,negative
jelek banget nanganin komplen guna kasih pecah kalau salah kendala kecewa banget transaksi,negative
eror sibuk layan,negative
bantu sekalisaya suka banget,positive
transaksi jadi mudah,positive
pokok punya akun,neutral
